stageDisplayName,matchDayDisplayName,homeTeamDisplayName,awayTeamDisplayName,matchDate,matchTime,venueDisplayName,status,homeScore,awayScore,attendance,referee,extraTime,penaltyShootout
Apertura 2025 Femenil Regular Season,Jornada 1,Atlas,América,2025-07-12,,Estadio Jalisco,Completed,2,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,Cruz Azul,UANL,2025-07-12,,Estadio Olímpico Universitario,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,Juárez,Tijuana,2025-07-12,,Estadio Olímpico Benito Juárez,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,León,Santos Laguna,2025-07-12,,Estadio León,Completed,5,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,Mazatlán,Querétaro,2025-07-12,,Estadio El Encanto,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,Pachuca,Necaxa,2025-07-12,,Estadio Hidalgo,Completed,5,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,Puebla,Monterrey,2025-07-12,,Estadio Cuauhtémoc,Completed,0,5,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,Toluca,Guadalajara,2025-07-12,,Estadio Nemesio Díez,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 1,UNAM,Atlético San Luis,2025-07-12,,Estadio Olímpico Universitario,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Atlas,UANL,2025-07-19,,Estadio Jalisco,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Atlético San Luis,Toluca,2025-07-19,,Estadio Alfonso Lastras,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Cruz Azul,Tijuana,2025-07-19,,Estadio Olímpico Universitario,Completed,4,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Juárez,Querétaro,2025-07-19,,Estadio Olímpico Benito Juárez,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Mazatlán,Pachuca,2025-07-19,,Estadio El Encanto,Completed,0,9,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Necaxa,Monterrey,2025-07-19,,Estadio Victoria,Completed,0,5,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Puebla,León,2025-07-19,,Estadio Cuauhtémoc,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,Santos Laguna,Guadalajara,2025-07-19,,Estadio Corona,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 2,UNAM,América,2025-07-19,,Estadio Olímpico Universitario,Completed,2,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,América,UANL,2025-07-26,,Estadio Ciudad de los Deportes,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,Atlético San Luis,Santos Laguna,2025-07-26,,Estadio Alfonso Lastras,Completed,3,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,Guadalajara,Puebla,2025-07-26,,Estadio Akron,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,Juárez,Pachuca,2025-07-26,,Estadio Olímpico Benito Juárez,Completed,2,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,Monterrey,Mazatlán,2025-07-26,,Estadio BBVA,Completed,5,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,Necaxa,León,2025-07-26,,Estadio Victoria,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,Querétaro,Cruz Azul,2025-07-26,,Estadio Corregidora,Completed,1,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,Tijuana,Atlas,2025-07-26,,Estadio Caliente,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 3,UNAM,Toluca,2025-07-26,,Estadio Olímpico Universitario,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Atlas,Querétaro,2025-08-02,,Estadio Jalisco,Completed,6,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Guadalajara,Necaxa,2025-08-02,,Estadio Akron,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Mazatlán,León,2025-08-02,,Estadio El Encanto,Completed,1,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Monterrey,Juárez,2025-08-02,,Estadio BBVA,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Pachuca,Cruz Azul,2025-08-02,,Estadio Hidalgo,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Puebla,Atlético San Luis,2025-08-02,,Estadio Cuauhtémoc,Completed,0,6,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Santos Laguna,UNAM,2025-08-02,,Estadio Corona,Completed,3,5,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,Toluca,América,2025-08-02,,Estadio Nemesio Díez,Completed,3,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 4,UANL,Tijuana,2025-08-02,,Estadio Universitario,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,América,Tijuana,2025-08-09,,Estadio Ciudad de los Deportes,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,Atlético San Luis,Necaxa,2025-08-09,,Estadio Alfonso Lastras,Completed,3,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,Cruz Azul,Monterrey,2025-08-09,,Estadio Olímpico Universitario,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,León,Juárez,2025-08-09,,Estadio León,Completed,3,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,Mazatlán,Guadalajara,2025-08-09,,Estadio El Encanto,Completed,0,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,Pachuca,Atlas,2025-08-09,,Estadio Hidalgo,Completed,3,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,Puebla,UNAM,2025-08-09,,Estadio Cuauhtémoc,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,Querétaro,UANL,2025-08-09,,Estadio Corregidora,Completed,0,7,,,,
Apertura 2025 Femenil Regular Season,Jornada 5,Toluca,Santos Laguna,2025-08-09,,Estadio Nemesio Díez,Completed,1,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,América,Santos Laguna,2025-08-16,,Estadio Ciudad de los Deportes,Completed,6,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,Atlético San Luis,Mazatlán,2025-08-16,,Estadio Alfonso Lastras,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,Cruz Azul,León,2025-08-16,,Estadio Olímpico Universitario,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,Guadalajara,Juárez,2025-08-16,,Estadio Akron,Completed,1,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,Monterrey,Atlas,2025-08-16,,Estadio BBVA,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,Tijuana,Querétaro,2025-08-16,,Estadio Caliente,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,Toluca,Puebla,2025-08-16,,Estadio Nemesio Díez,Completed,4,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,UANL,Pachuca,2025-08-16,,Estadio Universitario,Completed,2,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 6,UNAM,Necaxa,2025-08-16,,Estadio Olímpico Universitario,Completed,1,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,América,Querétaro,2025-08-23,,Estadio Ciudad de los Deportes,Completed,11,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,Atlas,León,2025-08-23,,Estadio Jalisco,Completed,2,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,Atlético San Luis,Juárez,2025-08-23,,Estadio Alfonso Lastras,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,Guadalajara,Cruz Azul,2025-08-23,,Estadio Akron,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,Mazatlán,UNAM,2025-08-23,,Estadio El Encanto,Completed,0,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,Necaxa,Toluca,2025-08-23,,Estadio Victoria,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,Santos Laguna,Puebla,2025-08-23,,Estadio Corona,Completed,1,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,Tijuana,Pachuca,2025-08-23,,Estadio Caliente,Completed,1,6,,,,
Apertura 2025 Femenil Regular Season,Jornada 7,UANL,Monterrey,2025-08-23,,Estadio Universitario,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,América,Puebla,2025-08-30,,Estadio Ciudad de los Deportes,Completed,3,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,Atlas,Guadalajara,2025-08-30,,Estadio Jalisco,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,Cruz Azul,Atlético San Luis,2025-08-30,,Estadio Olímpico Universitario,Completed,0,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,Querétaro,Pachuca,2025-08-30,,Estadio Corregidora,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,Santos Laguna,Necaxa,2025-08-30,,Estadio Corona,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,Tijuana,Monterrey,2025-08-30,,Estadio Caliente,Completed,1,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,Toluca,Mazatlán,2025-08-30,,Estadio Nemesio Díez,Completed,6,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,UANL,León,2025-08-30,,Estadio Universitario,Completed,9,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 8,UNAM,Juárez,2025-08-30,,Estadio Olímpico Universitario,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,Atlético San Luis,Atlas,2025-09-06,,Estadio Alfonso Lastras,Completed,0,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,Guadalajara,UANL,2025-09-06,,Estadio Akron,Completed,2,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,Juárez,Toluca,2025-09-06,,Estadio Olímpico Benito Juárez,Completed,0,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,León,Tijuana,2025-09-06,,Estadio León,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,Monterrey,Querétaro,2025-09-06,,Estadio BBVA,Completed,4,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,Necaxa,Puebla,2025-09-06,,Estadio Victoria,Completed,0,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,Pachuca,América,2025-09-06,,Estadio Hidalgo,Completed,3,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,Santos Laguna,Mazatlán,2025-09-06,,Estadio Corona,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 9,UNAM,Cruz Azul,2025-09-06,,Estadio Olímpico Universitario,Completed,3,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,Cruz Azul,Toluca,2025-09-13,,Estadio Olímpico Universitario,Completed,4,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,Guadalajara,Tijuana,2025-09-13,,Estadio Akron,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,León,Querétaro,2025-09-13,,Estadio León,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,Mazatlán,Puebla,2025-09-13,,Estadio El Encanto,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,Monterrey,Pachuca,2025-09-13,,Estadio BBVA,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,Necaxa,América,2025-09-13,,Estadio Victoria,Completed,0,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,Santos Laguna,Juárez,2025-09-13,,Estadio Corona,Completed,0,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,UANL,Atlético San Luis,2025-09-13,,Estadio Universitario,Completed,5,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 10,UNAM,Atlas,2025-09-13,,Estadio Olímpico Universitario,Completed,3,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,Atlas,Toluca,2025-09-20,,Estadio Jalisco,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,Cruz Azul,Santos Laguna,2025-09-20,,Estadio Olímpico Universitario,Completed,4,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,Juárez,Puebla,2025-09-20,,Estadio Olímpico Benito Juárez,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,León,Pachuca,2025-09-20,,Estadio León,Completed,2,5,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,Monterrey,América,2025-09-20,,Estadio BBVA,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,Necaxa,Mazatlán,2025-09-20,,Estadio Victoria,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,Querétaro,Guadalajara,2025-09-20,,Estadio Corregidora,Completed,0,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,Tijuana,Atlético San Luis,2025-09-20,,Estadio Caliente,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 11,UANL,UNAM,2025-09-20,,Estadio Universitario,Completed,5,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,Juárez,Necaxa,2025-09-27,,Estadio Olímpico Benito Juárez,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,Mazatlán,América,2025-09-27,,Estadio El Encanto,Completed,1,5,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,Monterrey,León,2025-09-27,,Estadio BBVA,Completed,3,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,Pachuca,Guadalajara,2025-09-27,,Estadio Hidalgo,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,Puebla,Cruz Azul,2025-09-27,,Estadio Cuauhtémoc,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,Querétaro,Atlético San Luis,2025-09-27,,Estadio Corregidora,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,Santos Laguna,Atlas,2025-09-27,,Estadio Corona,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,UANL,Toluca,2025-09-27,,Estadio Universitario,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 12,UNAM,Tijuana,2025-09-27,,Estadio Olímpico Universitario,Completed,1,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Atlas,Puebla,2025-10-04,,Estadio Jalisco,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Guadalajara,Monterrey,2025-10-04,,Estadio Akron,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Juárez,Mazatlán,2025-10-04,,Estadio Olímpico Benito Juárez,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,León,América,2025-10-04,,Estadio León,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Necaxa,Cruz Azul,2025-10-04,,Estadio Victoria,Completed,3,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Pachuca,Atlético San Luis,2025-10-04,,Estadio Hidalgo,Completed,5,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Querétaro,UNAM,2025-10-04,,Estadio Corregidora,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Santos Laguna,UANL,2025-10-04,,Estadio Corona,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 13,Tijuana,Toluca,2025-10-04,,Estadio Caliente,Completed,1,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,América,Juárez,2025-10-11,,Estadio Ciudad de los Deportes,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,Atlético San Luis,Monterrey,2025-10-11,,Estadio Alfonso Lastras,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,León,Guadalajara,2025-10-11,,Estadio León,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,Mazatlán,Cruz Azul,2025-10-11,,Estadio El Encanto,Completed,1,4,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,Necaxa,Atlas,2025-10-11,,Estadio Victoria,Completed,0,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,Pachuca,UNAM,2025-10-11,,Estadio Hidalgo,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,Puebla,UANL,2025-10-11,,Estadio Cuauhtémoc,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,Tijuana,Santos Laguna,2025-10-11,,Estadio Caliente,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 14,Toluca,Querétaro,2025-10-11,,Estadio Nemesio Díez,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,América,Guadalajara,2025-10-18,,Estadio Ciudad de los Deportes,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,Atlas,Mazatlán,2025-10-18,,Estadio Jalisco,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,Atlético San Luis,León,2025-10-18,,Estadio Alfonso Lastras,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,Cruz Azul,Juárez,2025-10-18,,Estadio Olímpico Universitario,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,Pachuca,Toluca,2025-10-18,,Estadio Hidalgo,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,Puebla,Tijuana,2025-10-18,,Estadio Cuauhtémoc,Completed,1,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,Querétaro,Santos Laguna,2025-10-18,,Estadio Corregidora,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,UANL,Necaxa,2025-10-18,,Estadio Universitario,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 15,UNAM,Monterrey,2025-10-18,,Estadio Olímpico Universitario,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,América,Cruz Azul,2025-10-25,,Estadio Ciudad de los Deportes,Completed,2,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,Atlético San Luis,Guadalajara,2025-10-25,,Estadio Alfonso Lastras,Completed,0,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,Juárez,Atlas,2025-10-25,,Estadio Olímpico Benito Juárez,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,León,UNAM,2025-10-25,,Estadio León,Completed,2,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,Pachuca,Santos Laguna,2025-10-25,,Estadio Hidalgo,Completed,3,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,Querétaro,Puebla,2025-10-25,,Estadio Corregidora,Completed,1,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,Tijuana,Necaxa,2025-10-25,,Estadio Caliente,Completed,1,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,Toluca,Monterrey,2025-10-25,,Estadio Nemesio Díez,Completed,0,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 16,UANL,Mazatlán,2025-10-25,,Estadio Universitario,Completed,5,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,América,Atlético San Luis,2025-11-01,,Estadio Ciudad de los Deportes,Completed,2,2,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Cruz Azul,Atlas,2025-11-01,,Estadio Olímpico Universitario,Completed,4,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Guadalajara,UNAM,2025-11-01,,Estadio Akron,Completed,4,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Juárez,UANL,2025-11-01,,Estadio Olímpico Benito Juárez,Completed,0,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Mazatlán,Tijuana,2025-11-01,,Estadio El Encanto,Completed,0,3,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Monterrey,Santos Laguna,2025-11-01,,Estadio BBVA,Completed,3,1,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Puebla,Pachuca,2025-11-01,,Estadio Cuauhtémoc,Completed,1,5,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Querétaro,Necaxa,2025-11-01,,Estadio Corregidora,Completed,1,0,,,,
Apertura 2025 Femenil Regular Season,Jornada 17,Toluca,León,2025-11-01,,Estadio Nemesio Díez,Completed,1,0,,,,
Apertura 2025 Regular Season,Jornada 1,Atlas,América,2025-07-12,,Estadio Jalisco,Completed,2,4,,,,
Apertura 2025 Regular Season,Jornada 1,Guadalajara,Toluca,2025-07-12,,Estadio Akron,Completed,0,3,,,,
Apertura 2025 Regular Season,Jornada 1,Necaxa,Pachuca,2025-07-12,,Estadio Victoria,Completed,0,1,,,,
Apertura 2025 Regular Season,Jornada 1,Puebla,Monterrey,2025-07-12,,Estadio Cuauhtémoc,Completed,2,4,,,,
Apertura 2025 Regular Season,Jornada 1,Querétaro,Mazatlán,2025-07-12,,Estadio Corregidora,Completed,1,0,,,,
Apertura 2025 Regular Season,Jornada 1,Santos Laguna,León,2025-07-12,,Estadio Corona,Completed,2,0,,,,
Apertura 2025 Regular Season,Jornada 1,Tijuana,Juárez,2025-07-12,,Estadio Caliente,Completed,1,1,,,,
Apertura 2025 Regular Season,Jornada 1,UANL,Cruz Azul,2025-07-12,,Estadio Universitario,Completed,1,1,,,,
Apertura 2025 Regular Season,Jornada 1,UNAM,Atlético San Luis,2025-07-12,,Estadio Olímpico Universitario,Completed,0,1,,,,
Apertura 2025 Regular Season,Jornada 2,América,UNAM,2025-07-19,,Estadio Ciudad de los Deportes,Completed,4,1,,,,
Apertura 2025 Regular Season,Jornada 2,Atlético San Luis,Toluca,2025-07-19,,Estadio Alfonso Lastras,Completed,1,3,,,,
Apertura 2025 Regular Season,Jornada 2,Juárez,Querétaro,2025-07-19,,Estadio Olímpico Benito Juárez,Completed,1,2,,,,
Apertura 2025 Regular Season,Jornada 2,León,Puebla,2025-07-19,,Estadio León,Completed,1,2,,,,
Apertura 2025 Regular Season,Jornada 2,Monterrey,Necaxa,2025-07-19,,Estadio BBVA,Completed,3,0,,,,
Apertura 2025 Regular Season,Jornada 2,Pachuca,Mazatlán,2025-07-19,,Estadio Hidalgo,Completed,1,0,,,,
Apertura 2025 Regular Season,Jornada 2,Santos Laguna,Guadalajara,2025-07-19,,Estadio Corona,Completed,1,0,,,,
Apertura 2025 Regular Season,Jornada 2,Tijuana,Cruz Azul,2025-07-19,,Estadio Caliente,Completed,2,0,,,,
Apertura 2025 Regular Season,Jornada 2,UANL,Atlas,2025-07-19,,Estadio Universitario,Completed,2,0,,,,
Apertura 2025 Regular Season,Jornada 3,Cruz Azul,Querétaro,2025-07-26,,Estadio Olímpico Universitario,Completed,2,2,,,,
Apertura 2025 Regular Season,Jornada 3,Juárez,Pachuca,2025-07-26,,Estadio Olímpico Benito Juárez,Completed,2,2,,,,
Apertura 2025 Regular Season,Jornada 3,Monterrey,Mazatlán,2025-07-26,,Estadio BBVA,Completed,3,2,,,,
Apertura 2025 Regular Season,Jornada 3,Necaxa,León,2025-07-26,,Estadio Victoria,Completed,0,1,,,,
Apertura 2025 Regular Season,Jornada 3,Puebla,Guadalajara,2025-07-26,,Estadio Cuauhtémoc,Completed,0,2,,,,
Apertura 2025 Regular Season,Jornada 3,Santos Laguna,Atlético San Luis,2025-07-26,,Estadio Corona,Completed,1,4,,,,
Apertura 2025 Regular Season,Jornada 3,Tijuana,Atlas,2025-07-26,,Estadio Caliente,Completed,2,0,,,,
Apertura 2025 Regular Season,Jornada 3,Toluca,UNAM,2025-07-26,,Estadio Nemesio Díez,Completed,1,1,,,,
Apertura 2025 Regular Season,Jornada 3,UANL,América,2025-07-26,,Estadio Universitario,Completed,1,3,,,,
Apertura 2025 Regular Season,Jornada 4,Guadalajara,Necaxa,2025-08-02,,Estadio Akron,Completed,3,1,,,,
Apertura 2025 Regular Season,Jornada 4,León,Mazatlán,2025-08-02,,Estadio León,Completed,2,2,,,,
Apertura 2025 Regular Season,Jornada 4,Monterrey,Juárez,2025-08-02,,Estadio BBVA,Completed,4,2,,,,
Apertura 2025 Regular Season,Jornada 4,Pachuca,Cruz Azul,2025-08-02,,Estadio Hidalgo,Completed,0,1,,,,
Apertura 2025 Regular Season,Jornada 4,Puebla,Atlético San Luis,2025-08-02,,Estadio Cuauhtémoc,Completed,0,2,,,,
